,dokumen uji,precision,recall,fmeasure
0,dokumen 1,0.5,0.5,0.5
1,dokumen 2,0.5,0.5,0.5
2,dokumen 3,0.5,0.5,0.5
3,dokumen 4,0.0,0.0,0.0
4,dokumen 5,0.3333333333333333,0.3333333333333333,0.3333333333333333
5,dokumen 6,0.0,0.0,0.0
6,dokumen 7,0.0,0.0,0.0
7,dokumen 8,0.5,0.5,0.5
8,dokumen 9,0.5,0.3333333333333333,0.4
9,dokumen 10,0.3333333333333333,0.3333333333333333,0.3333333333333333
